10000 40000
7776 9994 179
7777 2338 175
7777 7024 155
7778 183 178
7778 5324 182
7778 6115 126
7779 4948 96
7779 6841 74
7780 2034 110
7780 2371 132
7780 4810 283
7780 6853 295
7780 8874 35
7781 228 119
7781 702 293
7781 915 71
7781 2778 266
7781 3471 266
7781 8451 169
7782 1209 169
7782 1568 58
7782 3793 59
7782 4321 216
7782 4582 20
7782 6299 121
7782 9526 163
7783 1535 66
7783 2944 141
7783 7007 61
7783 9859 178
7783 9910 46
7784 979 240
7784 2109 205
7784 7582 183
7784 8064 285
7784 8894 46
7785 872 12
7785 1869 71
7785 2750 214
7785 5311 106
7785 8334 213
7785 9431 175
7786 574 191
7786 803 133
7786 2171 107
7786 6396 140
7786 8899 72
7787 253 211
7787 3536 161
7787 4289 130
7787 6154 31
7788 8637 188
7789 2294 190
7789 4297 95
7789 6571 236
7789 8216 38
7789 9171 195
7790 771 31
7790 3855 219
7790 5404 76
7790 6511 242
7791 3615 184
7791 4399 227
7792 702 285
7792 1575 247
7792 6060 182
7792 6504 22
7792 9560 107
7793 1585 165
7794 9420 192
7795 2238 171
7795 7503 178
7796 405 241
7796 7569 185
7797 8547 259
7798 1405 96
7798 5645 187
7798 6402 90
7799 2515 232
7799 5091 113
7799 5622 94
7800 834 135
7800 5097 252
7800 5237 9
7800 7202 231
7801 7157 162
7801 7740 140
7801 8507 229
7802 5802 216
7802 8313 206
7802 9170 41
7803 180 32
7803 5052 169
7803 8443 131
7804 1741 109
7804 1749 32
7804 3942 280
7805 4959 71
7806 3572 67
7806 4009 180
7806 4731 285
7807 2691 243
7807 5586 14
7807 8324 204
7808 1659 265
7808 2865 276
7808 3202 269
7808 6312 115
7809 547 194
7809 764 115
7809 6503 54
7810 739 159
7810 1784 61
7810 7823 26
7810 8248 46
7810 9763 20
7811 2229 124
7811 7407 206
7811 7648 159
7811 8245 167
7812 2578 211
7812 7808 288
7812 8331 129
7814 1931 136
7814 9312 149
7815 933 137
7815 6018 287
7815 7118 122
7815 8330 39
7816 95 156
7816 1227 130
7816 6131 54
7816 7622 47
7816 8012 257
7818 2526 145
7818 9546 50
7819 3490 193
7820 1819 259
7820 6395 39
7821 2109 60
7821 5324 230
7821 6447 268
7821 6569 97
7821 6756 259
7821 7904 55
7821 8693 200
7822 8368 174
7822 8666 14
7823 37 78
7823 1580 157
7823 1626 273
7823 3915 235
7823 4562 47
7823 5755 85
7824 8577 183
7824 9527 165
7825 2210 153
7825 2729 294
7825 3471 224
7825 3815 178
7825 6157 230
7825 9536 100
7825 9555 16
7825 9772 154
7826 1441 59
7826 7269 60
7826 8203 9
7826 8254 4
7826 8291 183
7827 1848 40
7827 2100 228
7827 3046 50
7827 6285 272
7827 9591 210
7828 110 287
7828 5433 8
7829 90 154
7829 147 171
7829 2908 161
7829 3243 82
7829 3828 234
7829 8341 55
7830 320 73
7830 1903 110
7830 5657 244
7830 5977 12
7832 2270 229
7832 7538 256
7832 7808 169
7832 8541 103
7833 3797 29
7833 6070 10
7834 367 34
7834 1429 284
7834 3127 125
7834 3268 7
7834 8036 53
7834 9907 53
7835 1352 44
7835 2656 294
7835 2770 220
7835 6764 175
7835 9014 259
7836 1465 207
7836 8014 14
7836 8233 85
7836 8667 134
7836 9083 298
7837 2648 284
7837 5171 100
7837 9666 293
7838 2284 217
7838 4346 93
7838 4870 274
7838 4968 223
7838 7438 33
7839 183 17
7839 2466 248
7839 3167 101
7840 1253 211
7840 4507 86
7840 7545 68
7841 1712 102
7842 1645 203
7842 1716 200
7843 67 65
7843 1191 162
7843 1693 266
7843 7807 109
7844 5203 111
7844 9959 60
7845 6100 245
7846 1756 257
7846 2190 53
7847 422 292
7847 4312 131
7847 4800 285
7847 5551 93
7847 5867 213
7847 8699 20
7847 8807 294
7847 9508 44
7847 9931 63
7848 634 209
7848 1951 264
7848 2159 214
7848 3883 248
7848 7215 148
7848 7682 70
7849 387 149
7849 1344 282
7849 5699 92
7850 1809 250
7850 3910 77
7850 5169 141
7850 6785 139
7850 8365 8
7850 9906 139
7851 1191 87
7851 6689 65
7851 8258 110
7852 304 136
7852 1385 217
7852 2137 26
7852 3095 239
7852 8505 50
7852 8803 111
7852 9391 139
7852 9985 169
7853 773 255
7853 1267 165
7853 2425 111
7853 2709 250
7853 2992 157
7853 3592 108
7853 4874 137
7853 6953 210
7853 9291 92
7854 5111 58
7854 6540 92
7854 7328 207
7855 6621 127
7855 9856 202
7856 3145 95
7856 4075 24
7857 990 232
7857 1319 175
7857 3339 80
7857 7458 126
7857 7641 282
7858 1311 38
7858 2443 139
7858 5620 120
7858 7151 275
7858 7185 58
7858 7952 246
7860 3164 229
7860 3763 154
7860 7627 86
7861 1034 259
7861 3296 171
7861 3331 53
7861 5583 196
7862 4482 76
7862 7516 297
7863 1160 27
7863 4656 137
7863 9752 30
7864 2731 181
7864 3636 261
7864 9332 138
7865 2476 147
7865 2985 37
7865 7883 263
7866 1627 12
7866 2176 102
7866 7158 26
7866 7418 179
7866 8124 133
7866 8600 56
7867 1088 65
7867 4302 231
7867 6168 5
7868 1248 296
7868 9362 236
7869 540 211
7869 2640 60
7869 5283 34
7870 217 5
7870 421 129
7870 3565 153
7870 9134 74
7871 3811 201
7872 748 12
7872 8517 264
7873 4870 116
7873 7251 278
7874 547 80
7874 1524 115
7874 6392 188
7875 11 7
7875 3360 282
7876 2141 245
7876 2439 273
7876 2752 140
7876 3689 151
7876 4407 176
7876 5100 74
7876 7529 167
7877 1245 287
7877 3859 151
7877 8649 214
7878 5442 85
7878 6711 236
7878 8428 155
7878 9672 147
7879 519 126
7879 5521 48
7879 6769 87
7879 9641 206
7880 491 130
7880 3953 52
7880 4724 243
7880 6607 196
7880 8300 184
7881 573 18
7881 9038 11
7881 9188 276
7881 9289 273
7881 9777 173
7882 925 267
7882 1114 232
7882 7086 165
7883 654 147
7883 1310 144
7883 4577 48
7883 6560 68
7884 1147 52
7884 1995 111
7884 2918 5
7885 693 250
7885 741 52
7885 1346 211
7885 6406 126
7886 1935 133
7886 6488 183
7886 8025 166
7886 9224 254
7886 9648 92
7887 3228 157
7888 2613 18
7888 4883 101
7888 5069 69
7888 9499 125
7890 1427 128
7890 2170 232
7890 4083 201
7890 5797 262
7891 6467 257
7891 9077 65
7892 1317 15
7892 1321 166
7892 2451 253
7892 3851 208
7892 4041 226
7892 5678 80
7893 9554 127
7894 6068 76
7894 8012 92
7895 229 40
7896 2124 14
7896 7466 15
7897 502 213
7897 5204 174
7897 7194 175
7897 7248 237
7898 1404 193
7898 4667 6
7898 7771 38
7899 2034 98
7899 9014 131
7900 4016 270
7901 137 36
7901 189 16
7901 5343 176
7901 7854 169
7901 8846 202
7903 2164 86
7903 4439 94
7904 894 158
7904 4473 18
7905 1740 82
7905 2436 51
7905 4049 72
7905 4967 145
7905 5329 150
7905 6432 286
7905 7926 232
7906 1315 233
7906 2367 234
7906 9169 101
7907 1651 69
7907 7843 129
7907 9820 180
7908 1297 167
7908 6151 115
7908 9771 36
7909 2562 277
7909 2782 151
7910 4556 187
7910 5179 209
7910 6673 263
7910 9054 226
7911 106 268
7911 130 46
7911 6877 270
7911 7060 33
7911 7743 60
7912 2289 153
7912 4193 138
7912 4548 245
7912 7227 219
7912 7951 270
7912 8224 6
7913 1184 66
7913 9041 53
7914 400 189
7914 3809 194
7914 4018 40
7914 7680 226
7914 7899 145
7914 9769 199
7915 667 110
7916 1048 218
7916 5838 173
7916 6716 128
7917 1870 115
7917 2744 297
7917 4107 296
7917 5775 126
7917 8944 208
7918 2060 97
7918 3514 256
7919 6102 103
7920 1064 45
7920 4035 211
7920 8292 20
7920 9308 290
7921 949 13
7921 1864 135
7921 3280 38
7921 6899 43
7921 7347 241
7921 9367 168
7922 2191 174
7922 2692 62
7922 3759 138
7922 4512 248
7922 6341 237
7922 7111 130
7923 5068 63
7923 6554 53
7923 6846 222
7923 7396 17
7923 9352 181
7924 343 288
7924 840 143
7924 1728 289
7924 6910 147
7924 9772 70
7925 7840 199
7926 766 217
7926 2133 67
7926 3260 30
7926 8187 211
7927 959 197
7928 1473 136
7928 3551 27
7928 5266 198
7928 6987 192
7929 1780 244
7929 7308 231
7929 8695 203
7929 8712 257
7930 134 285
7930 3647 241
7930 6979 82
7931 895 117
7931 913 17
7931 1462 40
7931 3161 31
7931 4115 157
7931 8713 176
7932 6152 138
7932 7709 49
7932 7896 114
7933 444 256
7933 1028 129
7933 1353 184
7933 3559 226
7933 5188 155
7934 265 161
7934 1414 59
7934 3499 261
7935 7192 120
7935 9611 290
7936 893 160
7936 7238 128
7937 115 35
7937 700 144
7937 1440 44
7937 1874 288
7937 3215 228
7937 3556 203
7937 3657 146
7937 5154 149
7937 5900 83
7937 8677 149
7937 8915 6
7938 1734 131
7938 3798 200
7938 4977 6
7939 381 188
7939 3741 260
7939 3852 205
7940 332 293
7940 3076 255
7940 3751 4
7940 6665 53
7940 8624 147
7941 825 217
7941 7840 24
7942 4361 201
7942 4443 88
7942 9451 192
7942 9703 223
7943 918 53
7943 1169 80
7943 6479 274
7944 2484 232
7944 3548 34
7944 5312 85
7945 603 92
7945 3502 146
7945 8085 8
7946 923 134
7946 1943 71
7946 6020 99
7947 2837 164
7948 2809 53
7948 5654 239
7948 6827 94
7949 1321 26
7949 6266 36
7950 1278 183
7951 3544 61
7951 5924 229
7951 7470 88
7951 9933 93
7952 1824 193
7952 2243 6
7952 4054 191
7953 3349 188
7954 2078 285
7954 8013 207
7954 9943 246
7955 697 4
7955 1955 48
7955 2734 296
7955 3384 234
7955 4087 285
7955 7473 11
7955 7543 130
7955 9890 52
7956 2425 248
7956 2595 154
7956 3439 137
7956 4822 84
7956 7267 164
7956 7779 25
7956 9672 33
7956 9723 290
7957 4302 169
7957 6662 101
7957 7320 91
7957 9705 282
7958 2495 252
7958 5899 227
7958 6157 210
7958 9689 268
7959 1191 34
7959 6464 268
7959 7455 61
7960 4253 139
7960 4413 199
7960 6925 142
7961 1749 267
7962 1675 98
7962 5691 66
7962 6476 203
7962 6854 37
7962 9480 174
7963 2130 264
7963 2502 196
7964 1401 30
7964 3754 207
7965 1124 284
7965 8461 90
7966 1817 104
7966 4201 44
7966 6510 289
7966 9081 48
7967 1989 11
7967 2581 241
7967 3634 212
7968 2349 228
7969 4704 183
7969 5501 129
7969 6049 198
7970 6689 249
7970 9489 255
7971 120 187
7971 2027 197
7971 7339 63
7971 8036 238
7971 9475 272
7972 82 296
7972 3274 134
7972 7808 6
7973 25 250
7973 1338 9
7973 2152 282
7973 2314 292
7973 9230 233
7974 935 193
7974 2844 53
7974 9094 50
7975 440 34
7975 9628 179
7976 1342 299
7976 6038 276
7976 9694 190
7977 1457 85
7977 4200 74
7977 7392 143
7978 1448 128
7978 7372 123
7978 7677 125
7979 627 49
7979 1618 283
7979 2272 231
7979 2976 298
7979 6117 126
7979 6556 121
7979 7209 267
7980 7505 196
7980 9391 177
7981 385 233
7981 3207 219
7981 3462 65
7982 1440 32
7982 2439 266
7982 8762 157
7983 4570 173
7983 4588 276
7984 433 69
7984 1969 178
7984 4710 194
7984 5526 16
7984 5778 195
7984 6987 284
7984 7490 169
7984 9413 185
7985 6208 39
7985 6985 30
7985 7684 201
7986 1198 6
7986 1925 202
7986 5538 85
7986 8980 245
7987 8043 243
7987 8693 159
7988 225 228
7988 492 114
7988 3359 179
7988 3786 67
7988 5324 101
7988 6891 13
7988 8319 198
7989 1238 171
7989 1820 288
7989 6968 178
7990 1796 252
7990 2253 102
7990 5439 40
7991 1209 48
7992 4818 95
7993 8833 79
7994 5530 289
7994 6412 244
7994 6999 26
7994 8086 134
7995 305 61
7995 4946 178
7995 5053 0
7995 7528 136
7995 7778 263
7995 9461 78
7995 9649 190
7996 4335 87
7996 5739 197
7997 6666 91
7998 28 203
7998 441 144
7998 9598 35
7999 235 265
7999 605 294
7999 1388 265
7999 6313 79
7999 7208 17
7999 7548 17
7999 7827 278
8000 1788 150
8001 153 161
8001 7041 245
8002 148 254
8002 1988 177
8002 3682 192
8003 5118 66
8003 6841 117
8003 7490 249
8004 71 57
8004 3171 167
8004 3992 124
8004 5230 117
8004 5368 93
8004 8585 158
8005 5016 180
8005 5534 276
8005 5777 102
8005 7746 216
8006 2277 115
8006 3109 116
8006 4188 74
8006 9762 151
8007 755 261
8007 933 169
8007 1337 157
8007 2126 229
8007 3148 296
8007 7646 136
8008 151 48
8008 2087 138
8008 2430 233
8008 3173 75
8008 5901 178
8008 7412 203
8009 2347 184
8009 3283 287
8009 3865 89
8009 4089 13
8009 6509 28
8009 6881 186
8009 7157 72
8010 987 264
8010 2726 33
8011 1087 254
8011 3074 26
8011 6594 114
8011 6788 29
8011 7879 134
8011 9944 190
8012 9752 38
8013 6916 145
8013 7390 44
8013 8722 237
8014 469 157
8015 2827 151
8015 5031 79
8016 1572 102
8017 38 50
8017 1401 214
8017 3754 113
8017 5558 29
8017 5733 142
8017 8548 176
8018 699 228
8018 2716 261
8018 3551 269
8018 3891 269
8018 5416 144
8018 8499 278
8019 1299 151
8019 2125 176
8019 4261 60
8019 4470 264
8019 7199 42
8019 8076 130
8019 8841 77
8020 4300 239
8020 8702 11
8021 5023 117
8021 8365 184
8022 8021 32
8022 8642 162
8022 9320 134
8023 1500 205
8023 7588 49
8024 2436 62
8024 3466 37
8024 3568 231
8025 2603 92
8025 6635 210
8026 1587 248
8026 4148 173
8026 4753 227
8027 2349 106
8027 4066 153
8027 4084 175
8028 930 240
8028 1491 92
8028 1752 70
8028 2119 177
8028 2165 37
8028 8337 287
8029 1835 31
8029 2892 186
8029 4316 186
8030 1508 33
8030 1769 212
8030 7147 270
8032 4941 8
8032 5504 79
8032 7279 234
8032 8307 204
8033 1644 292
8033 8671 81
8034 2168 242
8034 2267 26
8034 4913 157
8034 5267 116
8035 3085 217
8035 3340 46
8035 4389 146
8035 7737 290
8035 9390 78
8036 47 105
8036 2745 62
8036 5763 5
8036 7539 71
8036 9355 235
8037 1214 175
8037 4142 180
8037 5365 173
8037 7650 288
8038 1637 4
8038 4360 71
8038 8032 13
8038 9395 206
8039 378 10
8040 3182 177
8040 3888 162
8040 7986 34
8041 773 185
8041 1851 11
8042 329 182
8042 7750 49
8042 7956 154
8042 9498 278
8042 9931 48
8043 4466 214
8044 591 103
8044 1699 262
8044 7073 71
8044 7918 230
8045 1620 64
8045 9377 236
8046 1583 130
8046 3119 205
8046 5363 136
8046 8374 189
8046 8627 244
8047 6994 141
8048 1576 240
8048 3930 273
8048 4395 100
8049 1005 86
8049 9239 202
8050 5722 136
8050 9679 268
8051 543 269
8051 7800 58
8052 3367 51
8052 5325 147
8052 6719 195
8052 7316 121
8052 8904 291
8052 9115 282
8053 3043 122
8053 4074 92
8053 6420 144
8053 9960 11
8054 5517 192
8055 230 262
8055 423 133
8055 2416 253
8055 2673 10
8055 3393 38
8055 7703 236
8055 9708 125
8056 3413 56
8056 6455 143
8056 7278 39
8056 7861 95
8056 8878 186
8057 654 81
8057 1286 195
8057 3101 286
8057 3494 296
8057 4143 258
8057 9209 48
8058 7816 219
8059 2467 9
8059 3353 105
8059 8392 85
8059 9168 229
8060 5466 225
8061 2647 239
8061 4010 280
8061 6868 221
8061 9150 66
8062 3827 215
8062 6401 39
8063 1423 18
8063 8848 266
8064 184 96
8064 6266 179
8065 1903 232
8065 2551 116
8065 2580 25
8065 7656 41
8066 470 114
8066 7165 4
8067 924 37
8067 1985 239
8067 2966 103
8067 3190 268
8067 4667 265
8067 5242 245
8067 6390 81
8067 7460 236
8067 8145 161
8067 8419 52
8068 2973 192
8068 4997 57
8068 7188 24
8068 7763 250
8068 7784 132
8068 8555 247
8069 4819 36
8070 610 75
8070 6483 137
8070 8659 81
8071 8278 144
8072 3417 240
8072 7467 290
8072 7929 241
8072 8337 94
8073 2975 234
8073 9220 137
8074 333 15
8074 589 21
8074 2449 18
8074 4739 61
8074 5020 27
8074 6431 252
8074 7733 186
8075 630 201
8075 1920 71
8075 2143 149
8075 2218 291
8075 5457 4
8075 5815 37
8075 6307 101
8075 7913 242
8076 1915 241
8076 3873 240
8076 5549 49
8077 2922 102
8078 1121 37
8078 1134 215
8078 1447 103
8078 5655 184
8078 6597 36
8079 841 97
8079 2276 53
8079 5219 10
8079 9196 240
8080 1542 39
8080 3243 125
8080 9962 102
8081 1873 133
8081 5509 231
8081 7183 20
8081 8995 112
8082 4304 122
8082 6643 272
8082 6806 136
8082 9776 5
8083 5766 0
8083 8552 298
8084 364 283
8084 620 191
8084 967 146
8084 1360 174
8084 2517 76
8084 6016 31
8084 7009 270
8084 7913 211
8084 9429 14
8084 9697 175
8085 624 158
8085 7734 290
8085 8384 151
8085 8570 49
8085 9466 285
8086 1232 211
8086 3117 241
8086 4231 80
8087 3468 38
8087 8013 64
8088 8084 97
8088 8413 188
8089 573 104
8089 4160 19
8089 5266 213
8089 6328 43
8089 6463 222
8090 790 65
8090 1037 193
8090 7873 214
8090 7890 41
8090 9073 81
8091 4426 88
8091 8435 6
8092 2194 133
8092 4453 195
8093 407 15
8093 7673 279
8094 333 95
8094 3582 167
8094 6521 273
8094 8155 103
8096 1612 107
8096 5522 25
8096 6142 109
8096 7762 32
8096 8164 194
8097 662 248
8097 894 172
8098 1967 94
8098 2281 69
8098 3266 250
8099 95 41
8099 5150 226
8100 2449 243
8100 4948 299
8101 31 140
8101 1373 48
8102 192 93
8102 2938 135
8102 3146 103
8102 5945 76
8102 7274 16
8102 8395 183
8102 8646 59
8102 9692 210
8103 591 242
8103 1345 187
8103 2001 46
8103 5505 4
8103 6358 238
8104 510 197
8104 9425 242
8105 4069 84
8105 5852 213
8105 7526 5
8105 8860 162
8106 2996 50
8106 6258 97
8106 7711 62
8107 381 150
8107 1463 16
8107 2629 113
8107 6116 284
8107 6490 89
8107 6697 10
8107 7437 94
8107 9405 172
8108 359 119
8108 1306 247
8108 2412 40
8108 3647 205
8108 5173 53
8108 6852 163
8109 556 227
8109 1362 224
8109 4319 259
8109 6721 107
8110 737 266
8110 1323 292
8110 8720 60
8110 9564 158
8110 9990 179
8111 824 147
8112 3485 217
8112 4674 193
8112 6850 141
8113 653 252
8113 3978 166
8113 5623 217
8113 5652 196
8114 2961 92
8114 4306 134
8114 5236 278
8115 1561 211
8115 1679 10
8116 684 40
8116 1661 270
8116 6528 99
8116 7642 112
8116 8539 80
8116 9723 85
8117 4851 228
8117 6338 277
8118 670 223
8119 1443 109
8119 2951 136
8119 4667 250
8119 6066 236
8119 8134 28
8120 7016 5
8120 8651 77
8121 3622 12
8121 8586 3
8122 502 88
8122 833 63
8122 9185 84
8123 956 155
8124 6102 131
8124 7997 87
8125 845 70
8125 1387 217
8125 8532 278
8125 9086 114
8126 1366 221
8126 1806 203
8126 6730 53
8126 7822 40
8126 9176 102
8127 296 167
8127 1531 33
8127 1977 196
8127 5472 107
8127 7992 195
8128 329 193
8128 683 164
8128 2249 278
8128 3123 216
8128 3372 190
8128 6337 155
8128 6521 98
8129 246 226
8129 2554 143
8130 2745 100
8130 5255 266
8131 1503 246
8131 3691 219
8131 8360 76
8131 9906 211
8132 1023 68
8132 1282 274
8132 7431 72
8132 7694 200
8133 978 299
8133 1046 265
8133 1504 240
8133 2264 29
8133 6662 96
8133 9968 259
8134 387 266
8134 1005 128
8134 1429 194
8134 4718 124
8134 8370 157
8135 2258 193
8135 2466 233
8135 4439 109
8135 7677 5
8136 1455 162
8136 9097 277
8137 8304 274
8137 8351 231
8137 8790 134
8138 763 243
8138 1807 174
8138 4340 197
8138 4886 285
8138 5311 81
8139 1791 69
8139 2873 272
8139 3677 194
8139 4881 181
8139 5486 184
8139 6550 62
8140 3620 278
8140 6423 204
8140 7076 47
8140 9160 243
8140 9843 22
8141 2211 74
8141 7672 295
8142 654 146
8142 8142 260
8142 9075 263
8143 4150 166
8143 4889 155
8143 8955 256
8144 3892 259
8144 9084 156
8144 9751 224
8145 475 66
8145 3446 212
8145 6557 101
8146 693 91
8146 2129 267
8146 2243 222
8146 2278 228
8146 5210 284
8146 6218 124
8146 6460 205
8146 8924 183
8146 9610 79
8147 2813 285
8148 939 106
8148 6465 116
8148 6607 272
8148 7749 71
8148 9422 299
8149 147 277
8149 352 123
8149 7442 299
8149 7495 182
8149 8264 244
8150 62 77
8150 1583 133
8150 8131 288
8151 5114 114
8151 6390 4
8151 8269 260
8152 1022 219
8152 6601 19
8152 7050 37
8152 7137 286
8152 8468 126
8153 113 95
8153 424 259
8153 1506 168
8153 1540 77
8153 1884 153
8153 3232 247
8153 6894 202
8153 7220 197
8154 1586 57
8154 2861 234
8154 5381 145
8154 8054 268
8155 1206 15
8155 7319 135
8155 8297 243
8156 764 165
8156 1488 272
8156 2328 255
8156 3270 81
8156 4425 227
8156 8103 19
8156 8435 290
8156 9089 83
8157 649 209
8157 8149 174
8158 802 293
8158 3190 27
8158 3375 44
8158 6338 279
8158 7134 0
8158 9404 119
8159 5023 268
8159 5031 116
8160 4028 215
8160 6352 295
8160 7511 147
8161 94 172
8161 3286 183
8161 5154 188
8161 9293 247
8162 1502 119
8162 3867 24
8162 5726 101
8162 5827 116
8162 6955 83
8162 7475 73
8163 549 178
8163 3753 117
8163 4421 37
8163 4715 26
8163 5359 16
8164 3410 61
8164 4651 281
8165 422 115
8165 3174 10
8165 4922 261
8165 4963 293
8165 5519 7
8165 7986 67
8165 8909 260
8166 1540 69
8166 4554 222
8166 7760 283
8166 8700 267
8166 9938 126
8167 190 299
8167 3669 99
8167 7323 286
8167 7565 243
8168 471 79
8168 485 134
8168 1296 140
8168 4005 19
8168 5289 63
8168 9979 178
8169 1037 272
8169 1662 234
8169 4953 115
8169 6176 230
8170 743 247
8170 1133 168
8170 7622 236
8170 8972 244
8170 9239 231
8170 9572 130
8171 1024 185
8171 4167 237
8172 1448 193
8172 1750 141
8172 3880 70
8172 4488 123
8172 7977 50
8172 8438 296
8173 3098 247
8173 6714 71
8173 8281 131
8174 984 259
8174 2638 294
8174 2907 41
8174 4337 154
8174 5241 147
8174 6414 225
8174 8643 179
8174 9706 6
8175 385 203
8175 1036 261
8175 1767 244
8175 2338 65
8175 7431 194
8176 1208 42
8176 2580 17
8176 3955 108
8176 5790 177
8176 5830 65
8176 8207 28
8176 8748 65
8176 9197 210
8177 332 49
8177 7516 98
8177 7773 170
8178 582 148
8178 739 3
8178 1787 233
8178 2017 133
8178 2050 212
8178 4481 288
8178 5073 135
8178 5093 65
8178 8757 253
8179 49 276
8179 7084 40
8180 2217 210
8180 4481 274
8181 1069 56
8181 2863 191
8181 5375 182
8181 7760 174
8182 591 27
8182 975 57
8182 1058 126
8182 4824 14
8182 5349 148
8182 5743 282
8184 394 174
8184 1532 218
8184 5659 180
8184 7075 182
8184 8446 125
8185 201 273
8185 400 219
8185 1584 267
8185 6654 285
8185 8072 219
8186 118 172
8186 2501 285
8186 7968 157
8186 9159 49
8187 83 85
8187 3088 27
8187 8271 194
8187 8807 209
8188 1790 93
8188 2588 21
8188 3821 164
8188 5572 11
8188 7867 2
8189 2206 185
8189 5503 13
8189 7534 174
8189 8892 15
8189 8921 127
8189 9127 170
8190 3156 203
8190 4559 282
8190 4898 104
8190 6723 273
8191 99 190
8191 3168 228
8191 4201 271
8191 7022 151
8191 9736 212
8192 1802 252
8192 3714 241
8192 6953 279
8192 7608 4
8192 8136 121
8192 8975 244
8192 9707 144
8193 1426 113
8193 4733 27
8193 7465 61
8193 7595 289
8193 9864 28
8194 90 146
8194 3908 186
8194 4526 78
8195 966 276
8195 4695 178
8195 5055 130
8195 7584 2
8195 8584 67
8195 9177 41
8196 170 133
8196 3227 139
8196 6149 187
8197 2662 228
8197 2796 154
8197 8343 52
8198 27 280
8198 759 293
8198 1916 63
8198 2467 81
8198 4046 151
8199 1926 253
8199 6755 104
8199 7473 278
8199 9387 210
8200 643 256
8201 572 282
8201 2140 296
8201 3434 176
8201 4376 121
8201 9564 119
8202 1176 280
8202 8027 204
8203 725 205
8203 6823 240
8203 8416 211
8205 3296 273
8206 764 218
8206 1289 37
8206 6570 25
8206 8526 235
8207 769 162
8207 2661 270
8207 4065 101
8207 8543 189
8208 1849 217
8208 2669 94
8208 5650 80
8208 6126 39
8208 9151 162
8208 9806 78
8209 2268 1
8209 4388 231
8209 5106 185
8209 8291 241
8210 4110 109
8210 8479 252
8211 3088 114
8211 7530 146
8211 8075 60
8211 8849 77
8211 9868 25
8212 1830 90
8212 2202 114
8212 7789 296
8212 8097 283
8213 60 203
8213 556 28
8214 5076 54
8214 6148 53
8215 1158 173
8215 2099 2
8215 5011 280
8216 4257 32
8216 4739 167
8216 8220 61
8216 9325 123
8217 1960 160
8217 4565 242
8217 4789 171
8218 542 299
8218 1218 244
8218 1962 278
8218 4890 204
8218 4903 289
8218 6982 129
8218 9162 4
8219 8996 87
8220 675 86
8220 9220 127
8221 1563 3
8221 4190 141
8221 6744 63
8221 8701 91
8222 647 250
8222 815 60
8222 910 280
8222 3508 139
8222 5741 148
8222 6439 141
8222 9839 132
8223 75 222
8223 2425 172
8223 2615 60
8223 2796 131
8223 3125 226
8223 4943 168
8223 6607 74
8223 6768 254
8223 9313 176
8224 332 247
8224 5691 249
8224 6210 210
8224 6745 75
8224 8269 272
8224 9081 295
8225 1461 255
8225 1638 91
8225 1874 65
8225 8710 259
8225 9944 281
8226 1564 167
8226 1643 236
8226 2051 54
8226 3533 148
8226 4215 117
8227 1067 35
8227 8593 99
8228 5803 145
8228 8799 15
8229 7960 101
8229 9937 128
8230 429 124
8230 1162 266
8230 3106 128
8230 4428 238
8230 7718 223
8230 7841 225
8231 611 264
8231 4688 63
8231 9305 105
8232 706 72
8232 1834 241
8233 1461 152
8233 5288 207
8233 6326 128
8233 9898 298
8234 568 28
8234 600 92
8234 969 298
8234 1415 170
8234 5029 18
8234 6094 144
8234 6132 180
8234 7344 246
8234 9292 207
8235 1197 186
8235 2407 177
8235 3290 112
8235 3819 153
8235 5042 242
8235 5858 13
8235 6698 221
8236 7166 65
8236 7273 267
8236 7283 142
8236 9602 192
8237 2850 159
8237 3922 138
8237 5416 106
8237 5462 92
8237 6989 197
8238 4122 23
8239 8044 10
8239 8951 77
8240 296 245
8240 963 55
8240 6696 94
8240 8291 12
8241 2798 189
8241 4087 1
8241 7072 241
8242 1945 32
8242 5572 117
8242 6430 148
8243 924 55
8243 2420 256
8244 7335 33
8244 8136 1
8244 9090 279
8245 386 251
8245 706 27
8245 4059 169
8245 7493 132
8246 4808 1
8246 6844 166
8247 743 72
8247 1061 172
8247 2451 161
8247 2737 73
8247 3149 136
8248 494 234
8248 773 22
8248 3497 107
8248 5070 186
8248 8184 242
8248 8650 210
8249 820 127
8249 2783 252
8249 4003 237
8249 6044 251
8249 7941 133
8249 9428 76
8250 2341 73
8250 4257 231
8250 7309 269
8251 3740 109
8251 5096 198
8252 1959 0
8252 8975 82
8253 5427 14
8253 6868 47
8253 8064 135
8254 2114 179
8254 7425 88
8254 9996 142
8255 1358 221
8255 4253 181
8255 6060 117
8255 6866 166
8255 8942 210
8255 9874 137
8256 2504 172
8256 7840 190
8257 625 264
8257 1268 21
8257 7503 12
8257 7590 59
8258 6859 171
8259 945 192
8259 1048 14
8259 1385 37
8259 6398 240
8259 7206 11
8259 9801 20
8260 2977 217
8260 4615 295
8260 6202 16
8261 1202 286
8261 2599 162
8262 9420 270
8263 3975 118
8263 3986 272
8263 5274 20
8263 8516 145
8264 709 103
8264 1882 88
8264 2517 124
8264 6469 78
8264 7280 48
8264 7336 161
8264 7779 157
8265 1946 274
8265 6236 67
8265 6878 59
8265 7586 112
8266 77 268
8266 1576 291
8266 3078 229
8266 6348 157
8266 7044 236
8266 7831 33
8266 8363 19
8266 8901 57
8267 128 67
8267 1931 84
8267 3204 83
8267 5821 67
8267 6119 225
8267 7485 125
